id,num_recipients,school,school_type,state,zip_code,avg_disbursed_loan,zip_median_household_income,degree_length,room_and_board_price,in_state_tuition,out_of_state_tuition,early_career_pay_estimate,mid_career_pay_estimate,stem_percent,total_enrollment,american_indian_alaska_native_enrolled,asian_enrolled,black_enrolled,hispanic_enrolled,native_hawaiian_pacific_islander_enrolled,non_resident_foreign_enrolled,total_minority_enrolled,two_or_more_races_enrolled,unknown_enrolled,white_enrolled,women_enrolled,county_name,county_labor_force,county_employed,county_unemployed
248,94,WELLESLEY COLLEGE,PRIVATE,MA,2481,3102.2056451612902,171750,4 Year,16468.0,53732,53732,58900.0,106200.0,34.0,2323,1,538,128,205,0,275,1010,138,106,932,2262,Norfolk,358241,332356,25885
249,517,SCHOOL OF THE ART INSTITUTE OF CHICAGO,PRIVATE,IL,60603,3547.043219076006,103534,4 Year,15890.0,49270,49270,,,,3599,13,401,121,278,1,1027,901,87,136,1535,2555,Cook,2640576,2350480,290096
250,215,SOUTHWESTERN CHRISTIAN UNIVERSITY,PRIVATE,OK,73008,2313.155844155844,43436,4 Year,7100.0,18630,18630,,,,813,27,5,223,56,3,82,330,16,31,370,424,Oklahoma,353861,332961,20900
251,164,CINCINNATI CHRISTIAN UNIVERSITY,PRIVATE,OH,45204,2579.1484623541887,24617,4 Year,8360.0,17528,17528,,,,835,3,10,126,12,2,21,171,18,24,619,369,Hamilton,414321,373434,40887
252,508,BASTYR UNIVERSITY,PRIVATE,WA,98028,4418.607380520266,81097,4 Year,7590.0,26166,26166,48400.0,86300.0,0.0,1202,6,121,43,42,0,75,285,73,67,775,989,King,1097736,1005539,92197
253,12,CONNECTICUT COLLEGE,PRIVATE,CT,6320,3042.856368563685,45584,4 Year,15150.0,54820,54820,57500.0,100800.0,30.0,1900,0,67,62,163,0,102,344,52,91,1363,1174,New London,143832,130327,13505
254,173,SADDLEBACK COLLEGE,PUBLIC,CA,92692,1863.81746031746,98022,2 Year,,1418,10058,,,,20007,51,1821,448,5024,60,438,8419,1015,360,10790,10816,Orange,1537701,1383916,153785
255,0,SPOKANE FALLS COMMUNITY COLLEGE,PUBLIC,WA,99224,667.0,58460,2 Year,,4861,10292,,,,5970,90,106,142,505,18,136,1273,412,224,4337,3340,Spokane,233321,212013,21308
256,395,CANISIUS COLLEGE,PRIVATE,NY,14208,2733.71672819118,24634,4 Year,11300.0,28488,28488,,,,4181,13,73,280,184,2,195,615,63,278,3093,2314,Erie,466015,426603,39412
257,1197,SETON HALL UNIVERSITY,PRIVATE,NJ,7079,4219.851625101287,131711,4 Year,15800.0,42470,42470,57100.0,103800.0,8.0,9627,10,688,1098,1364,30,407,3379,189,1041,4800,5642,Essex,383010,340881,42129
258,277,CYPRESS COLLEGE,PUBLIC,CA,90630,1971.7724945135333,83360,2 Year,,1414,9154,,,,15816,37,3479,689,7103,70,171,11934,556,488,3223,8814,Orange,1537701,1383916,153785
259,0,NEW JERSEY INSTITUTE OF TECHNOLOGY,PUBLIC,NJ,7102,8804.0,25313,4 Year,13600.0,17338,32750,64600.0,121300.0,75.0,10646,6,1901,899,1749,3,1803,4825,267,1084,2934,2665,Essex,383010,340881,42129
260,362,NORTH CENTRAL STATE COLLEGE,PUBLIC,OH,44906,1089.9695619896063,38144,2 Year,,4998,9020,,,,2937,9,27,129,66,3,2,285,51,168,2482,1758,Richland,59163,51970,7193
261,648,MARYMOUNT UNIVERSITY,PRIVATE,VA,22207,3746.824714207948,156600,4 Year,13190.0,31466,31466,52300.0,93100.0,15.0,3441,17,274,500,451,17,316,1368,109,135,1622,2351,Arlington,137453,131635,5818
262,27,BRYANT UNIVERSITY,PRIVATE,RI,2917,9741.9009009009,71530,4 Year,15702.0,43973,43973,60500.0,108600.0,8.0,3462,12,141,145,216,5,279,563,44,103,2517,1436,Providence,331760,291192,40568
263,24,SOUTHERN CALIFORNIA SEMINARY,PRIVATE,CA,92019,2707.5343511450383,75715,4 Year,5580.0,13300,13300,,,,201,2,29,40,26,0,10,99,2,5,87,81,San Diego,1515862,1348833,167029
264,959,FLORIDA GULF COAST UNIVERSITY,PUBLIC,FL,33965,2818.375195958892,-,4 Year,10156.0,6118,25162,,,,14473,29,235,1062,2648,18,231,4365,373,175,9702,8174,Lee,280605,246599,34006
265,0,IDAHO STATE UNIVERSITY,PUBLIC,ID,83209,3250.0,11875,4 Year,7207.0,7420,22940,50800.0,91800.0,12.0,13429,141,179,156,1122,28,1358,1937,311,494,9640,6964,Bannock,41151,37947,3204
266,1,DEL MAR COLLEGE,PUBLIC,TX,78404,4601.0,38650,2 Year,,3170,5780,,,,10439,29,190,299,6620,19,16,7483,326,90,2850,5854,Nueces,162751,149458,13293
267,593,STATE FAIR COMMUNITY COLLEGE,PUBLIC,MO,65301,1539.9828296703297,37394,2 Year,5300.0,3750,7200,,,,4983,35,33,199,111,9,0,673,286,17,4293,3233,Pettis,19992,18155,1837
268,173,MORTON COLLEGE,PUBLIC,IL,60804,1094.7101123595503,45101,2 Year,,4080,9840,,,,4653,1,50,137,3928,8,0,4125,1,152,376,2734,Cook,2640576,2350480,290096
269,269,HOPE INTERNATIONAL UNIVERSITY,PRIVATE,CA,92831,3376.702036441586,63653,4 Year,10490.0,33400,33400,,,,1329,7,60,93,225,11,5,524,128,264,536,743,Orange,1537701,1383916,153785
270,382,MUSKEGON COMMUNITY COLLEGE,PUBLIC,MI,49442,1327.026271186441,30921,2 Year,,4515,10020,,,,4640,55,37,391,125,2,16,773,163,300,3551,2607,Muskegon,76905,66050,10855
271,203,NORTH CAROLINA WESLEYAN COLLEGE,PRIVATE,NC,27804,2415.3665943600868,47473,4 Year,10800.0,31000,31000,45300.0,78800.0,8.0,1872,18,11,895,38,0,76,994,32,239,563,1089,Nash,47616,41699,5917
272,792,CENTRAL OHIO TECHNICAL COLLEGE,PUBLIC,OH,43055,1373.3750439367311,42107,2 Year,,4536,7296,,,,3567,13,41,388,63,2,0,599,92,166,2802,2447,Licking,87674,79229,8445
273,214,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,PUBLIC,PA,15904,1533.9238985313752,46269,2 Year,,5820,11460,,,,2470,4,30,79,40,1,0,203,49,71,2196,1513,Cambria,66525,60435,6090
274,262,HEIDELBERG UNIVERSITY,PRIVATE,OH,44883,2263.643163411148,38744,4 Year,10400.0,31000,31000,,,,1230,2,22,70,33,2,3,167,38,153,907,623,Seneca,29503,25974,3529
275,1063,BELHAVEN UNIVERSITY,PRIVATE,MS,39202,2528.2227231740308,35601,4 Year,8500.0,25300,25300,41200.0,74300.0,2.0,4114,23,20,2253,144,7,85,2508,61,366,1155,2815,Hinds,114138,103236,10902
276,995,WEST TEXAS A&M UNIVERSITY,PUBLIC,TX,79015,2646.706303724928,49926,4 Year,7196.0,8849,10476,,,,8972,52,155,526,2053,10,238,2983,187,208,5543,5000,Randall,66327,62880,3447
277,1052,IOWA WESTERN COMMUNITY COLLEGE,PUBLIC,IA,51503,1491.4813011297233,57449,2 Year,6430.0,5615,5765,,,,6547,103,104,651,440,19,107,1326,9,153,4961,3764,Pottawattamie,50212,47261,2951
278,481,LOWER COLUMBIA COLLEGE,PUBLIC,WA,98632,1233.6600877192982,43673,2 Year,,4624,5102,,,,3208,33,49,30,244,3,6,500,141,235,2467,2039,Cowlitz,45349,40039,5310
279,66,HESSTON COLLEGE,PRIVATE,KS,67062,2177.4327390599674,57610,2 Year,8800.0,26900,26900,,,,428,1,6,31,36,2,49,87,11,7,285,264,Harvey,17771,16511,1260
280,27264,UNIVERSITY OF SOUTH FLORIDA,PUBLIC,FL,33620,2903.6531594364624,-,4 Year,11610.0,6410,17324,,,,41938,87,2662,4298,7412,107,3242,15869,1303,821,22006,23382,Hillsborough,640114,573638,66476
281,966,CAMERON UNIVERSITY,PUBLIC,OK,73505,1929.4444444444443,48170,4 Year,5452.0,6450,15870,43900.0,81500.0,14.0,5537,296,93,861,644,36,263,2357,427,118,2799,3352,Comanche,51446,48604,2842
282,68,WHITMAN COLLEGE,PRIVATE,WA,99362,2520.956834532374,46544,4 Year,13174.0,51764,51764,54600.0,102600.0,33.0,1498,5,80,14,117,0,58,301,85,49,1090,843,Walla Walla,29975,27811,2164
283,112,MAHARISHI UNIVERSITY OF MANAGEMENT,PRIVATE,IA,52557,3005.334669338677,-,4 Year,7400.0,16530,16530,46800.0,85200.0,65.0,1454,3,25,94,43,0,995,187,22,10,262,479,Jefferson,8938,8290,648
284,3044,CLEVELAND STATE UNIVERSITY,PUBLIC,OH,44115,3324.483190953229,11792,4 Year,13560.0,10625,14992,48300.0,88600.0,20.0,16936,26,504,2927,731,18,1443,4641,435,415,10437,9311,Cuyahoga,641986,586904,55082
285,566,SOUTHERN WESLEYAN UNIVERSITY,PRIVATE,SC,29630,2457.256601607348,37919,4 Year,9030.0,25476,25476,42900.0,74600.0,5.0,1778,5,10,483,56,1,29,581,26,254,914,1134,Pickens,54910,48849,6061
286,14,BEACON COLLEGE,PRIVATE,FL,34748,3671.826530612245,41043,4 Year,11390.0,39016,39016,,,,223,3,5,34,7,1,5,62,12,0,156,79,Lake,132826,117680,15146
287,330,WALTERS STATE COMMUNITY COLLEGE,PUBLIC,TN,37813,1301.8791377983064,36580,2 Year,,4428,13194,,,,6005,10,42,129,171,0,55,447,95,15,5488,3611,Hamblen,28438,25093,3345
288,675,NOTRE DAME DE NAMUR UNIVERSITY,PRIVATE,CA,94002,3452.4353932584268,100125,4 Year,14494.0,35350,35350,,,,1982,12,234,116,573,50,78,1063,78,175,666,1398,San Mateo,392869,359249,33620
289,269,MILLS COLLEGE,PRIVATE,CA,94613,3915.738313253012,-,4 Year,13448.0,30257,30257,,,,1542,8,162,135,291,7,33,730,127,78,701,1402,Alameda,782680,695343,87337
290,763,MOBERLY AREA COMMUNITY COLLEGE,PUBLIC,MO,65270,1646.2396694214876,34245,2 Year,7872.0,3450,6840,,,,5431,15,84,418,147,5,27,846,177,97,4461,3253,Randolph,10745,9513,1232
291,787,SOUTHERN ARKANSAS UNIVERSITY,PUBLIC,AR,71753,1774.280989272944,34119,4 Year,6240.0,8676,12786,,,,3546,17,25,945,77,28,158,1133,41,22,2233,2048,Columbia,10516,9504,1012
292,141,RENTON TECHNICAL COLLEGE,PUBLIC,WA,98056,1542.389548693587,70154,2 Year,,4701,5123,,,,3359,27,428,303,250,18,4,1138,112,878,1339,1129,King,1097736,1005539,92197
293,484,EMERSON COLLEGE,PRIVATE,MA,2116,3233.2647928994083,85419,4 Year,17690.0,46852,46852,,,,4545,3,171,139,432,2,370,938,191,347,2890,2900,Suffolk,393897,364690,29207
294,522,CURRY COLLEGE,PRIVATE,MA,2186,2772.859433458044,104713,4 Year,15885.0,39720,39720,,,,3141,13,52,283,163,0,41,563,52,422,2115,1965,Norfolk,358241,332356,25885
295,221,OKLAHOMA PANHANDLE STATE UNIVERSITY,PUBLIC,OK,73939,2104.417372881356,51016,4 Year,4695.0,8194,9133,42300.0,74400.0,10.0,1298,43,17,135,211,0,22,440,34,40,796,714,Texas,8595,8193,402
296,231,AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES,PRIVATE,OH,44710,2636.317991631799,32630,2 Year,,18510,18510,,,,358,3,2,16,2,0,0,33,10,11,314,313,Stark,192248,170423,21825
297,4718,UNIVERSITY OF TEXAS AT ARLINGTON,PUBLIC,TX,76013,2554.388967792184,46469,4 Year,10302.0,10250,25134,,,,39740,107,3704,5602,8186,106,4419,18849,1144,319,16153,23733,Tarrant,926222,850393,75829
298,237,COLLEGE OF THE SISKIYOUS,PUBLIC,CA,96094,1799.3801652892562,41463,2 Year,8000.0,1430,9170,,,,2060,51,68,91,277,14,4,611,110,202,1243,1038,Siskiyou,19672,16283,3389
299,339,FULLERTON COLLEGE,PUBLIC,CA,92832,1794.1014492753625,58443,2 Year,,1445,9185,,,,25051,71,3403,792,13042,95,294,18191,788,855,5711,12852,Orange,1537701,1383916,153785
300,758,MIDWESTERN STATE UNIVERSITY,PUBLIC,TX,76308,2520.5443037974683,45305,4 Year,8877.0,9019,10969,,,,5874,46,151,797,870,14,518,2051,173,45,3260,3460,Wichita,59360,54733,4627
301,199,EL CAMINO COLLEGE,PUBLIC,CA,90506,1653.8958333333333,-,2 Year,,1419,9519,,,,24207,35,3150,3884,11979,120,588,20237,1069,170,3212,12487,Los Angeles,4940672,4318722,621950
302,330,NORTH SHORE COMMUNITY COLLEGE,PUBLIC,MA,1923,1643.6294256490953,78593,2 Year,,6450,13410,,,,7412,15,316,705,1626,6,12,2841,173,188,4371,4480,Essex,392060,358956,33104
303,618,DUTCHESS COMMUNITY COLLEGE,PUBLIC,NY,12601,2084.045433255269,42738,2 Year,11518.0,4404,8268,,,,9905,20,277,1110,1638,6,101,3388,337,115,6301,5337,Dutchess,149288,137561,11727
304,1782,NORTHERN KENTUCKY UNIVERSITY,PUBLIC,KY,41099,2793.9778626494094,-,4 Year,10022.0,10032,19680,49000.0,87400.0,12.0,15090,55,166,996,379,17,469,1865,252,205,12551,8452,Campbell,48957,44467,4490
305,28,HAVERFORD COLLEGE,PRIVATE,PA,19041,3701.1,119583,4 Year,16402.0,54592,54592,59300.0,112300.0,36.0,1194,4,100,69,102,0,72,345,70,11,766,632,Delaware,285261,263174,22087
306,1331,BAYLOR UNIVERSITY,PRIVATE,TX,76798,2792.593906057755,-,4 Year,12595.0,45727,45727,55500.0,101400.0,16.0,16263,62,939,1129,2146,9,684,4984,699,150,10445,9152,McLennan,113062,104694,8368
307,442,WICHITA AREA TECHNICAL COLLEGE,PUBLIC,KS,67211,1590.6767922235722,31706,2 Year,,3210,3630,,,,3373,50,159,416,343,4,2,1072,100,517,1782,1721,Sedgwick,252552,230696,21856
308,377,HILL COLLEGE,PUBLIC,TX,76645,1594.8400297619048,30335,2 Year,3850.0,2970,4120,,,,4020,23,33,257,866,11,13,1301,111,37,2669,2412,Hill,15962,14618,1344
309,459,RENSSELAER POLYTECHNIC INSTITUTE,PRIVATE,NY,12180,2632.539928292047,44880,4 Year,15260.0,53880,53880,71300.0,134100.0,78.0,6835,6,629,182,439,3,1146,1645,386,131,3913,2078,Rensselaer,84679,77980,6699
310,109,GRACE UNIVERSITY,PRIVATE,NE,68108,2415.004008016032,33559,4 Year,6912.0,23030,23030,,,,469,5,8,52,45,2,7,115,3,0,347,246,Douglas,278916,264380,14536
311,219,WILLIAM JESSUP UNIVERSITY,PRIVATE,CA,95765,2412.8598971722363,87694,4 Year,11320.0,32950,32950,,,,1212,11,40,56,194,6,3,346,39,33,830,720,Placer,173433,152847,20586
312,1376,DRURY UNIVERSITY,PRIVATE,MO,65802,2571.442479807902,33302,4 Year,8096.0,28365,28365,42600.0,79400.0,12.0,4215,41,48,159,206,7,196,545,84,0,3474,2548,Greene,144128,132202,11926
313,33,"WATKINS COLLEGE OF ART, DESIGN & FILM",PRIVATE,TN,37228,2577.8831967213114,15819,4 Year,6750.0,24450,24450,,,,304,3,5,41,14,1,4,82,18,3,215,163,Davidson,342568,314127,28441
314,224,CHABOT COLLEGE,PUBLIC,CA,94545,1913.052688172043,67975,2 Year,,1414,9664,,,,13047,31,3020,1604,4814,224,59,10447,754,180,2361,6946,Alameda,782680,695343,87337
315,614,GWINNETT TECHNICAL COLLEGE,PUBLIC,GA,30043,1155.3889340927583,69238,2 Year,,3506,6176,,,,7234,14,508,2496,872,9,87,4088,189,436,2623,4365,Gwinnett,419533,380264,39269
316,218,GREEN MOUNTAIN COLLEGE,PRIVATE,VT,5764,2484.328139321723,46076,4 Year,11722.0,37002,37002,42000.0,75200.0,2.0,833,8,7,34,28,0,18,86,9,218,511,477,Rutland,33635,31053,2582
317,1974,HILLSBOROUGH COMMUNITY COLLEGE,PUBLIC,FL,33606,1805.006300315016,62742,2 Year,,3132,11388,,,,27298,123,769,4757,6966,50,824,13291,626,3326,9857,15559,Hillsborough,640114,573638,66476
318,1890,BROWARD COLLEGE,PUBLIC,FL,33301,1784.4192346766,77598,2 Year,,3540,11190,,,,44119,84,1305,14638,15053,133,1360,31955,742,1757,9047,25988,Broward,928815,837443,91372
319,50,EVERGREEN VALLEY COLLEGE,PUBLIC,CA,95135,2136.8743961352657,111797,2 Year,,1416,8526,,,,9133,54,3522,263,3678,43,37,7787,227,634,675,4887,Santa Clara,926868,828008,98860
320,0,UNIVERSITY OF RICHMOND,PRIVATE,VA,23173,4877.5,-,4 Year,12250.0,52610,52610,59800.0,107500.0,13.0,4182,13,215,345,258,2,369,970,137,283,2560,2269,Richmond,4371,4056,315
321,0,WABASH COLLEGE,PRIVATE,IN,47933,8000.0,47549,4 Year,10050.0,43450,43450,62200.0,114400.0,34.0,926,5,12,55,59,1,66,159,27,10,691,0,Montgomery,18894,17025,1869
322,826,UNIVERSITY OF THE PACIFIC,PRIVATE,CA,95211,7557.905472636816,-,4 Year,13650.0,48040,48040,,,,6304,39,2101,153,957,26,394,3520,244,272,2118,3424,San Joaquin,312104,259334,52770
323,650,BLACK HILLS STATE UNIVERSITY,PUBLIC,SD,57799,2279.134259259259,-,4 Year,6978.0,8733,11778,40400.0,72600.0,11.0,4489,154,22,41,166,10,73,536,143,183,3697,2916,Lawrence,13224,12607,617
324,166,AVE MARIA UNIVERSITY,PRIVATE,FL,34142,2178.4059753954307,23850,4 Year,11436.0,20850,20850,,,,1081,5,29,55,178,0,26,267,0,52,736,518,Collier,144056,127810,16246
325,462,EDMONDS COMMUNITY COLLEGE,PUBLIC,WA,98036,1347.6808721506443,60143,2 Year,7400.0,4471,4471,,,,8993,88,1124,494,688,37,1105,2872,441,849,4167,4692,Snohomish,383222,345153,38069
326,431,SAMFORD UNIVERSITY,PRIVATE,AL,35229,4527.797567772992,-,4 Year,10550.0,31650,31650,48400.0,90500.0,3.0,4933,17,80,372,218,1,153,738,50,35,4007,3082,Jefferson,318651,286248,32403
327,238,ENDICOTT COLLEGE,PRIVATE,MA,1915,2806.531407457172,67733,4 Year,15726.0,33050,33050,,,,4429,5,50,115,144,2,66,371,55,392,3600,2951,Essex,392060,358956,33104
328,699,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,19319,2281.877336051648,62250,4 Year,11018.0,9479,14495,,,,1022,1,1,874,38,1,2,953,38,55,12,513,Delaware,285261,263174,22087
329,45,INDEPENDENCE COMMUNITY COLLEGE,PUBLIC,KS,67301,1310.1777777777777,45163,2 Year,5168.0,2910,3300,,,,945,13,2,132,37,5,23,229,40,2,691,478,Montgomery,18072,16172,1900
330,0,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,PUBLIC,NC,27127,2443.705882352941,46392,4 Year,9021.0,9358,25501,46400.0,82400.0,0.0,958,5,12,72,68,2,25,203,44,31,699,462,Forsyth,173644,156216,17428
331,640,WESTMORELAND COUNTY COMMUNITY COLLEGE,PUBLIC,PA,15697,1141.471395115423,39406,2 Year,,5520,13500,,,,5638,14,32,218,99,1,0,493,129,2,5143,3556,Westmoreland,184725,169951,14774
332,104,VERMILION COMMUNITY COLLEGE,PUBLIC,MN,55731,1834.2977443609025,45625,2 Year,6290.0,5324,6506,,,,712,9,3,48,16,0,1,109,33,5,597,243,St. Louis,103461,95040,8421
333,144,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,PUBLIC,MA,1247,2050.72312532774,39760,4 Year,10980.0,10734,19679,,,,1765,7,29,148,116,0,7,347,47,75,1336,1105,Berkshire,67602,61862,5740
334,401,LONGWOOD UNIVERSITY,PUBLIC,VA,23909,2586.161552766155,-,4 Year,11746.0,13340,29300,47300.0,83300.0,9.0,5096,15,73,415,229,6,44,902,164,179,3971,3473,Prince Edward,10298,9280,1018
335,25,MENDOCINO COLLEGE,PUBLIC,CA,95482,1115.8502994011976,47274,2 Year,,1420,9160,,,,3769,205,105,120,964,23,0,1476,59,42,2251,2304,Mendocino,41614,36679,4935
336,2,CECIL COLLEGE,PUBLIC,MD,21901,1835.7,61595,2 Year,,4305,9015,,,,2551,11,31,229,121,3,14,466,71,54,2017,1570,Cecil,52082,47005,5077
337,197,PALO ALTO COLLEGE,PUBLIC,TX,78224,1857.952861952862,38817,2 Year,,2660,13670,,,,8376,26,89,243,5793,14,5,6310,145,274,1787,5079,Bexar,813648,754040,59608
338,208,OLIVET COLLEGE,PRIVATE,MI,49076,2417.713476783692,51411,4 Year,9590.0,27700,27700,,,,1058,4,7,104,61,0,11,217,41,5,825,425,Eaton,56702,51387,5315
339,358,COLORADO MOUNTAIN COLLEGE,PUBLIC,CO,81601,2299.894085281981,64609,2 Year,11658.0,2700,13890,,,,5705,26,44,40,993,6,7,1179,70,728,3791,3203,Garfield,31281,27896,3385
340,194,BATES TECHNICAL COLLEGE,PUBLIC,WA,98405,1129.5656836461126,37397,2 Year,,4783,10214,,,,2907,71,142,261,210,32,3,735,19,513,1656,1467,Pierce,387830,351104,36726
341,137,GREAT BASIN COLLEGE,PUBLIC,NV,89801,1866.0141509433963,69487,4 Year,3366.0,3128,9542,,,,3024,96,62,57,488,25,4,805,77,153,2062,1952,Elko,26539,24433,2106
342,673,SHAW UNIVERSITY,PRIVATE,NC,27601,2548.119440184049,19860,4 Year,8158.0,16480,16480,,,,1802,4,4,1298,4,6,37,1325,9,427,13,1029,Wake,482446,442867,39579
343,26,APPALACHIAN BIBLE COLLEGE,PRIVATE,WV,25880,2257.4553571428573,38344,4 Year,7960.0,14720,14720,,,,302,2,1,0,4,2,1,9,0,26,266,126,Raleigh,32428,29784,2644
344,146,NORTHEAST ALABAMA COMMUNITY COLLEGE,PUBLIC,AL,35986,1366.7323008849555,35963,2 Year,,4740,8610,,,,2708,87,15,56,181,2,10,360,19,3,2335,1643,DeKalb,30918,27084,3834
345,295,WILLIAM JEWELL COLLEGE,PRIVATE,MO,64068,2443.272877164056,65088,4 Year,9930.0,34400,34400,51400.0,94500.0,12.0,1060,4,10,59,36,2,46,171,60,25,818,636,Clay,124476,114132,10344
346,636,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,18301,2473.5971184631803,59830,4 Year,9700.0,11084,23516,,,,6819,11,109,712,700,10,96,1740,198,546,4437,3780,Monroe,82411,74646,7765
347,771,RUSH UNIVERSITY,PRIVATE,IL,60612,4345.9719145569625,35013,4 Year,,24900,24900,63500.0,107600.0,6.0,2457,6,337,159,196,3,0,730,29,82,1645,1797,Cook,2640576,2350480,290096
348,1741,LOYOLA UNIVERSITY CHICAGO,PRIVATE,IL,60611,3267.139674461036,85583,4 Year,14480.0,44048,44048,53400.0,96000.0,15.0,15902,15,1449,920,1793,33,826,4931,721,439,9706,10215,Cook,2640576,2350480,290096
349,1458,SOUTH PLAINS COLLEGE,PUBLIC,TX,79336,911.5469114672476,48568,2 Year,4368.0,2762,4922,,,,9661,45,134,607,3882,10,59,4678,0,0,4924,5333,Hockley,11046,10261,785
350,252,BLUE MOUNTAIN COMMUNITY COLLEGE,PUBLIC,OR,97801,1288.2351694915253,49600,2 Year,,6188,15908,,,,1731,39,12,23,370,11,0,507,52,45,1179,1020,Umatilla,36828,33008,3820
351,573,BRENAU UNIVERSITY,PRIVATE,GA,30501,3202.508396946565,33854,4 Year,12418.0,29050,29050,,,,2789,5,62,935,177,5,89,1264,80,74,1362,2418,Hall,86778,78302,8476
352,324,CARROLL UNIVERSITY,PRIVATE,WI,53186,2197.832827516439,55230,4 Year,9484.0,31918,31918,45600.0,86500.0,14.0,3446,2,116,37,190,3,54,416,68,43,2933,2257,Waukesha,218197,202455,15742
353,229,LA ROCHE COLLEGE,PRIVATE,PA,15237,2630.00127388535,67803,4 Year,11556.0,28564,28564,,,,1412,1,15,93,22,0,187,145,14,224,856,795,Allegheny,634199,587635,46564
354,147,HIRAM COLLEGE,PRIVATE,OH,44234,2155.779512195122,63657,4 Year,10290.0,34300,34300,,,,1259,3,14,200,46,3,39,294,28,67,859,673,Portage,90869,81455,9414
355,1791,EAST CAROLINA UNIVERSITY,PUBLIC,NC,27858,2491.097322226928,44327,4 Year,9606.0,7188,23465,48400.0,85400.0,11.0,27511,181,782,4359,1498,26,252,7634,788,567,19058,16451,Pitt,86234,77553,8681
356,1708,OKLAHOMA CITY COMMUNITY COLLEGE,PUBLIC,OK,73159,2144.27939678011,44313,2 Year,,4059,9810,,,,13444,565,520,1191,1517,33,976,4597,771,0,7871,7767,Oklahoma,353861,332961,20900
357,227,GLEN OAKS COMMUNITY COLLEGE,PUBLIC,MI,49032,1340.1777777777777,50439,2 Year,,4440,7350,,,,1104,2,10,52,72,2,2,142,4,51,909,681,St. Joseph,27837,24448,3389
358,264,REDLANDS COMMUNITY COLLEGE,PUBLIC,OK,73036,1365.692025664528,47835,2 Year,7468.0,5325,7891,,,,2661,296,35,77,255,58,321,756,35,212,1372,1641,Canadian,60041,57066,2975
359,29,NEBRASKA CHRISTIAN COLLEGE,PRIVATE,NE,68046,2129.3117647058825,78571,4 Year,9020.0,17665,17665,,,,136,0,0,7,6,1,0,14,0,0,122,61,Sarpy,84801,80959,3842
360,891,NORTHWEST STATE COMMUNITY COLLEGE,PUBLIC,OH,43502,2197.024814976056,54911,2 Year,,5102,9942,,,,3612,4,24,96,214,1,0,377,38,433,2802,1650,Fulton,23178,20430,2748
361,1297,CLARK COLLEGE,PUBLIC,WA,98663,1459.112048192771,49030,2 Year,,4287,9718,43500.0,78400.0,9.0,10911,83,385,222,944,64,121,2532,834,698,7560,6211,Clark,211568,186782,24786
362,332,MERRIMACK COLLEGE,PRIVATE,MA,1845,2637.12017167382,95199,4 Year,15845.0,41760,41760,56000.0,102500.0,13.0,3337,3,45,99,177,0,193,371,47,636,2137,1744,Essex,392060,358956,33104
363,665,MARYGROVE COLLEGE,PRIVATE,MI,48221,2955.94189511323,42222,4 Year,7800.0,23630,23630,,,,1774,3,5,724,55,0,38,823,36,222,691,1316,Wayne,795744,676615,119129
364,14585,NOVA SOUTHEASTERN UNIVERSITY,PRIVATE,FL,33314,3988.26317361692,41463,4 Year,13250.0,30900,30900,50200.0,89800.0,9.0,24148,42,1491,5374,6150,13,969,13498,428,1739,7942,16836,Broward,928815,837443,91372
365,1235,PALM BEACH STATE COLLEGE,PUBLIC,FL,33461,1525.3619524405508,36473,2 Year,,3030,10890,,,,28517,49,808,6676,7698,55,503,15860,574,1291,10863,16133,Palm Beach,640308,572130,68178
366,197,FERRUM COLLEGE,PRIVATE,VA,24088,2374.6256684491977,40098,4 Year,11500.0,34175,34175,43000.0,80600.0,6.0,1451,6,8,436,77,3,14,599,69,43,795,685,Franklin,27664,25204,2460
367,3244,DAYTONA STATE COLLEGE,PUBLIC,FL,32114,1491.296766917293,23433,2 Year,,3109,11998,,,,13248,50,276,1672,1704,29,35,3948,217,172,9093,8090,Volusia,236074,207981,28093
368,53,DIABLO VALLEY COLLEGE,PUBLIC,CA,94523,2277.641975308642,79128,2 Year,,1390,9160,,,,20089,38,3107,1127,4626,90,1580,10520,1532,263,7726,10285,Contra Costa,525745,466727,59018
369,82,COASTLINE COMMUNITY COLLEGE,PUBLIC,CA,92708,2117.434554973822,81250,2 Year,,1400,9530,,,,11313,80,2525,1389,3057,43,85,7510,416,246,3472,4655,Orange,1537701,1383916,153785
370,189,MOUNTAIN VIEW COLLEGE,PUBLIC,TX,75211,1599.767036450079,35928,2 Year,,1770,5220,,,,8950,29,326,2212,5083,4,17,7735,81,235,963,5153,Dallas,1195683,1092540,103143
371,723,COLLEGE OF SAINT ROSE,PRIVATE,NY,12203,2977.548178807947,53369,4 Year,12714.0,32574,32574,,,,4499,11,88,408,282,7,164,1011,215,412,2912,3104,Albany,161626,150137,11489
372,232,VOORHEES COLLEGE,PRIVATE,SC,29042,2009.1587810745789,22859,4 Year,7346.0,12630,12630,,,,468,0,0,459,1,0,6,460,0,2,0,253,Bamberg,6573,5499,1074
